time,station,PM2_5,PM10,NO2,CO,O3,SO2,Kmeans_3,HDBSCAN_3,Kmeans_4,HDBSCAN_4,Kmeans_6,HDBSCAN_6,Kmeans_12,HDBSCAN_12,PCA1,PCA2,UMAP1,UMAP2,TSNE1,TSNE2,district_id,TEMP,PRES,DEWP,WSPM,weather,wind_direction,year,month,day,AQI,RAIN,city
2019-01-12,0,66.6908232896136,39.44879679144385,11.159827508792937,14.835716523918947,7.88068962134589,20.844645006016847,1.5,1.5,1.75,1.75,3.25,3.25,8.375,8.375,0.28079501377572647,-1.9799893800950397,6.275263,-2.5510943,-0.029726744,-14.083556,21.0,23.526249999999997,0.0,74.94125,14.2225,1.0,170.50125,2019,1,12,69.09082328961361,0.0,Peru_Averaged.csv
2019-01-13,0,65.11582328961362,39.02379679144385,8.684827508792935,13.510716523918948,8.83068962134589,20.894645006016848,1.5,1.5,1.5,1.5,3.125,3.125,7.5,7.5,-0.14681895104227394,-2.2773113671542085,6.8412256,-2.3825793,3.9213438,-17.99245,21.0,22.49,0.0,81.61875,13.8,1.0,177.27625,2019,1,13,69.86582328961362,0.0,Peru_Averaged.csv
2019-01-14,0,58.26582328961361,31.47379679144385,8.584827508792936,13.085716523918947,6.655689621345889,21.919645006016847,1.75,1.75,1.25,1.25,3.0,3.0,7.25,7.25,-1.1926235902262508,-3.0440984670783986,6.2519836,-3.350702,-7.8913755,-28.81282,21.0,22.2075,0.0,80.46,12.79625,1.0,179.4025,2019,1,14,62.21582328961361,0.0,Peru_Averaged.csv
2019-01-15,0,62.365823289613616,37.19879679144385,8.584827508792936,13.135716523918948,8.03068962134589,22.19464500601685,1.5,1.5,1.375,1.375,2.625,2.625,6.625,6.625,-0.42473619932321577,-2.66630150869189,5.94643,-3.5406513,-1.1069491,-14.3070965,21.0,22.3175,0.0,80.09375,10.33375,1.0,187.83375,2019,1,15,65.5158232896136,0.0,Peru_Averaged.csv
2019-01-16,0,63.14082328961361,34.62379679144385,10.484827508792936,14.385716523918948,6.20568962134589,21.81964500601685,1.5,1.5,1.5,1.5,3.125,3.125,7.375,7.375,-0.49550732985116946,-2.41506368940883,5.442332,-2.8897967,-0.9122801,-15.32459,21.0,22.2,0.0,82.345,11.405000000000001,1.0,182.135,2019,1,16,66.9408232896136,0.0,Peru_Averaged.csv
2019-01-17,0,72.61582328961362,35.99879679144385,9.209827508792936,17.31071652391895,6.655689621345889,21.794645006016847,1.25,1.25,1.75,1.75,3.25,3.25,7.625,7.625,-0.14358091982835505,-1.467857823172117,5.6061077,-2.330714,-4.843069,-9.091378,21.0,21.3325,0.0,86.4925,10.01,1.0,187.64,2019,1,17,73.99082328961362,0.0,Peru_Averaged.csv
2019-01-18,0,66.29082328961361,35.47379679144385,8.984827508792936,16.110716523918946,6.780689621345889,21.769645006016844,1.5,1.5,1.125,1.125,2.625,2.625,7.5,7.5,-0.5028767460689464,-2.0467132160793677,6.3667107,-2.5496988,-1.3410008,-25.61478,21.0,21.5425,0.0,81.9275,10.24875,1.0,180.3475,2019,1,18,68.21582328961361,0.0,Peru_Averaged.csv
2019-01-19,0,69.84082328961361,40.573796791443854,10.784827508792937,15.160716523918946,11.43068962134589,16.469645006016847,1.625,1.625,1.0,1.0,1.875,1.875,6.25,6.25,0.6699229822846994,-1.5232036396225146,6.5558863,-2.0313103,-10.071639,-17.91888,21.0,22.369999999999997,0.0,80.37375,7.41625,1.0,194.20375,2019,1,19,70.96582328961361,0.0,Peru_Averaged.csv
2019-01-20,0,74.79873493442042,40.43569518716578,8.277241263189405,12.47857478587842,9.271034432018835,14.79196750902527,1.625,1.625,1.375,1.375,2.875,2.875,7.5,7.5,-0.15092204948110086,-0.8094639428471896,8.442406,-2.0586658,-13.300711,15.144041,21.0,22.18,0.0,80.08875,9.205,1.0,181.60875,2019,1,20,74.79873493442042,0.0,Peru_Averaged.csv
2019-01-21,0,69.64873493442042,39.41069518716577,10.852241263189404,15.60357478587842,7.546034432018835,15.116967509025269,1.625,1.625,1.375,1.375,3.125,3.125,7.375,7.375,-0.20673559501549588,-0.8951677889313884,7.8606157,-1.9626538,-12.876289,4.7346945,21.0,22.2975,0.0,79.4725,10.845,1.0,177.35875,2019,1,21,70.77373493442042,0.0,Peru_Averaged.csv
2019-01-22,0,72.09873493442042,40.710695187165776,11.102241263189404,16.15357478587842,9.846034432018834,16.31696750902527,1.375,1.375,1.625,1.625,3.375,3.375,6.625,6.625,0.5521328155677271,-1.0683696035837955,8.371177,-2.2739198,-0.35170794,-0.84881115,21.0,23.04375,0.0,75.95875,9.2125,1.0,188.105,2019,1,22,73.22373493442042,0.0,Peru_Averaged.csv
2019-01-23,0,71.89873493442042,40.56069518716578,12.077241263189403,18.07857478587842,11.421034432018836,15.84196750902527,1.375,1.375,1.25,1.25,2.625,2.625,6.625,6.625,0.9784624576458167,-1.1080006362980055,8.594895,-2.1814256,-1.221077,-1.4825506,21.0,23.3275,0.0,74.33,10.435,1.0,189.46375,2019,1,23,72.77373493442042,0.0,Peru_Averaged.csv
2019-01-24,0,73.92373493442042,42.38569518716577,9.677241263189403,14.803574785878421,7.621034432018835,15.71696750902527,1.625,1.625,1.375,1.375,2.875,2.875,7.5,7.5,-0.019817123596316606,-0.5558162839650986,8.007805,-2.2462869,-13.253814,5.9522324,21.0,23.005,0.0,79.455,10.52875,1.0,181.135,2019,1,24,73.92373493442042,0.0,Peru_Averaged.csv
2019-01-25,0,70.24873493442041,40.085695187165776,7.677241263189404,14.97857478587842,7.646034432018834,15.891967509025271,1.625,1.625,1.375,1.375,2.875,2.875,6.625,6.625,-0.7033103077959068,-0.9015411348649576,7.743417,-2.6994798,-19.191252,5.528383,21.0,23.08,0.0,81.88,9.2675,1.0,185.6975,2019,1,25,71.12373493442041,0.0,Peru_Averaged.csv
2019-01-26,0,77.24873493442041,41.485695187165774,9.302241263189403,15.62857478587842,9.421034432018836,15.31696750902527,1.375,1.375,1.625,1.625,3.375,3.375,7.75,7.75,0.3083701501193189,-0.4633583204167736,8.058142,-2.2508461,-3.0858245,13.791378,21.0,23.7625,0.0,76.49,10.8475,1.0,174.1875,2019,1,26,77.87373493442041,0.0,Peru_Averaged.csv
2019-01-27,0,82.57373493442041,37.335695187165776,9.577241263189403,13.77857478587842,14.746034432018835,15.19196750902527,1.375,1.375,1.625,1.625,3.625,3.625,7.375,7.375,1.353645022438168,-1.0809088555720117,7.6226006,-1.3963233,9.254329,4.716865,21.0,23.275,0.0,80.18875,9.09,1.0,197.81,2019,1,27,83.82373493442041,0.0,Peru_Averaged.csv
2019-01-28,0,76.79873493442042,41.53569518716577,11.452241263189403,13.90357478587842,11.771034432018835,18.34196750902527,1.5,1.5,1.25,1.25,3.125,3.125,7.375,7.375,1.4162663914833968,-1.3731889118367038,7.987307,-1.554846,8.270794,-5.216535,21.0,24.1825,0.0,73.00625,8.71625,1.0,206.2075,2019,1,28,78.29873493442042,0.0,Peru_Averaged.csv
