time,station,PM2_5,PM10,NO2,CO,O3,SO2,district_id,TEMP,PRES,DEWP,WSPM,weather,wind_direction,year,month,day,AQI,Kmeans_3,Kmeans_4,Kmeans_6,Kmeans_12,HDBSCAN_3,HDBSCAN_4,HDBSCAN_6,HDBSCAN_12,PCA1,PCA2,UMAP1,UMAP2,TSNE1,TSNE2,RAIN
2019-02-28,1001,168.0,75.0,26.0,8.0,41.0,4.0,2,9.81,0.0,78.96,9.52,1,184.29,2019,2,28,168.0,2,1,3,11,2,1,3,11,1.6039793065487233,8.73214075901995,1.6039793065487233,8.73214075901995,1.6039793065487233,8.73214075901995,0
2019-03-01,1001,157.0,83.0,28.0,10.0,39.0,5.0,2,9.39,0.0,75.79,7.56,1,195.12,2019,3,1,157.0,2,1,3,11,2,1,3,11,-0.9570298101688317,7.4627464040975795,-0.9570298101688317,7.4627464040975795,-0.9570298101688317,7.4627464040975795,0
2019-03-02,1001,190.0,107.0,31.0,12.0,59.0,4.0,2,11.84,0.0,49.42,7.04,1,253.29,2019,3,2,190.0,2,1,3,0,2,1,3,0,-0.49984775268431864,2.9211223900402934,-0.49984775268431864,2.9211223900402934,-0.49984775268431864,2.9211223900402934,0
2019-03-03,1001,239.0,100.0,30.0,11.0,40.0,4.0,2,12.15,0.0,52.71,7.19,1,155.75,2019,3,3,239.0,2,1,3,0,2,1,3,0,-2.5814220722127614,4.135718210150264,-2.5814220722127614,4.135718210150264,-2.5814220722127614,4.135718210150264,0
2019-03-04,1001,207.0,78.0,28.0,9.0,36.0,2.0,2,10.41,0.0,68.67,8.25,1,213.75,2019,3,4,207.0,2,1,3,9,2,1,3,9,3.5256309274315316,3.5120056064865053,3.5256309274315316,3.5120056064865053,3.5256309274315316,3.5120056064865053,0
2019-03-05,1001,162.0,61.0,21.0,10.0,34.0,1.0,2,10.78,0.0,69.83,7.96,1,223.38,2019,3,5,162.0,2,1,3,11,2,1,3,11,0.3078672553558138,4.593942371522768,0.3078672553558138,4.593942371522768,0.3078672553558138,4.593942371522768,0
2019-03-06,1001,136.0,15.0,5.0,1.0,35.0,1.2,2,11.46,0.0,73.71,6.49,1,194.29,2019,3,6,136.0,2,1,3,9,2,1,3,9,1.6855073471530404,2.0879783184567278,1.6855073471530404,2.0879783184567278,1.6855073471530404,2.0879783184567278,0
2019-03-07,1001,30.0,31.0,15.0,4.0,35.0,2.0,2,10.7,0.0,75.67,7.62,1,199.67,2019,3,7,35.0,2,1,3,0,2,1,3,0,-1.844077003076676,4.225840159985972,-1.844077003076676,4.225840159985972,-1.844077003076676,4.225840159985972,0
2019-03-08,1001,59.0,74.0,26.0,6.0,39.0,4.0,2,11.45,0.0,69.04,7.05,1,202.5,2019,3,8,74.0,1,0,1,9,1,0,1,9,0.6577442818691265,-1.287800198400485,0.6577442818691265,-1.287800198400485,0.6577442818691265,-1.287800198400485,0
2019-03-09,1001,144.0,83.0,29.0,7.0,28.0,4.0,2,11.03,0.0,59.0,8.52,1,216.17,2019,3,9,144.0,2,1,3,0,2,1,3,0,-0.7844230150735849,3.0471104654154373,-0.7844230150735849,3.0471104654154373,-0.7844230150735849,3.0471104654154373,0
2019-03-10,1001,163.0,81.0,25.0,8.0,27.0,2.0,2,11.41,0.0,59.62,7.8,1,228.58,2019,3,10,163.0,1,0,5,1,1,0,5,1,-2.8811498864960123,-2.117540853495978,-2.8811498864960123,-2.117540853495978,-2.8811498864960123,-2.117540853495978,0
